EPA Facility ID,Facility Name,Facility Address,City,State,County,Zip,Facility DUNS,Latitude,Longitude
100000229326,"Aleutian Propane Sales, Inc.","156 Biorka Dr., P.O. Box 920046",Dutch Harbor,AK,Aleutians West (c),99692,829182484,53.2253,-166.3
100000054718,"UniSea, Inc.",88 Salmon Way,Dutch Harbor,AK,Aleutians West (c),99692,69572279,53.881513,-166.551415
100000152201,"Westward Seafoods, Inc.",Mile 1 Captain's Bay Road,Dutch Harbor,AK,Aleutians West (c),99692,,53.858611,-166.552847
100000046407,"Alaska's Best Seafood, LLC","202 Cannery Lane, P.O. Box 1150",Ekuk,AK,Dillingham (c),99576-8989,,58.816989,-158.561186
100000057779,Excursion Inlet Plant,101 Coho Way,Excursion Inlet,AK,Haines (b),99850-0090,,58.250000,-135.263000
100000090527,"Quadra Chemicals Western, Inc.-Fairbanks",4199 South Lathrop Street,Fairbanks,AK,Fairbanks North Star (b),99701,27016596,64.806111,-147.743611
100000097691,Fort Knox Mine,#1 Fort Knox Road,Fairbanks,AK,Fairbanks North Star (b),99712,,64.997222,-147.336111
100000238922,Silver Bay Seafoods - False Pass South,101 Beach Road,False Pass,AK,Aleutians East (b),99583,63362370,54.8653,-163.4120
100000241874,Silver Bay Seafoods-False Pass,100 Beach Front Rd,False Pass,AK,Aleutians East (b),99583,,54.868415,-163.408736
100000083036,Swanson River Plant,"Mile 15, Swanson River Road",Kenai,AK,Kenai Peninsula (b),99611,,60.7298,-150.8606
100000150034,Agrium Kenai Nitrogen Operations,"MILE 21 KENAI SPUR HIGHWAY, PO BOX 575",Kenai,AK,Kenai Peninsula (b),99611-0575,124032389,60.674444,-151.379167
100000142357,Marathon Kenai Refinery,"54741 Energy Way, Mile 22 Kenai Spur Highway",Kenai,AK,Kenai Peninsula (b),99611-3369,49741523,60.685248,-151.368773
100000061336,Ketchikan Chlorination Plant,1029 Fair Street,Ketchikan,AK,Ketchikan Gateway (b),99901,,55.35,-131.623333
100000035678,"EC Phillips and Son Inc., Ketchikan",1775 Tongass Ave,Ketchikan,AK,Ketchikan Gateway (b),99901,35421130,55.350000,-131.666667
100000173974,AGS Ketchikan,"980 Stedman Street, PO Box 5240",Ketchikan,AK,Ketchikan Gateway (b),99901,,55.336389,-131.631111
100000217598,Silver Bay Seafoods - Ketchikan,720 Stedman St.,Ketchikan,AK,Ketchikan Gateway (b),99901-6633,119246004,55.338084,-131.636021
100000143515,King Cove Facility,500  Cannery Row,King Cove,AK,Aleutians East (b),99612,,55.061111,-162.316667
100000171574,Cook Inlet Processing,1011 Gibson Cove Rd,Kodiak,AK,Kodiak Island (b),99615,21827910,57.778056,-152.448611
100000165849,Trident Seafoods Corporation-Pillar Mountain Plant,521 Shelikof Avenue,Kodiak,AK,Kodiak Island (b),99615,63362370,57.785850,-152.417727
100000052747,Trident Seafoods Corporation-Star of Kodiak Plant,111 W. Marine Way,Kodiak,AK,Kodiak Island (b),99615,63362370,57.786513,-152.406067
100000176132,OBI Seafoods - Kodiak,621 Shelikof St.,Kodiak,AK,Kodiak Island (b),99615,,57.785333,-152.420717
100000148592,Alaska Pacific Seafoods,627 Shelikof Ave.,Kodiak,AK,Kodiak Island (b),99615,58353525,57.784789,-152.420212
100000181304,SILVER BAY SEAFOODS - KODIAK,517 SHELIKOF STREET,KODIAK,AK,Kodiak Island (b),99615-2997,,57.786235,-152.418030
100000227275,"RED SALMON, A DIVISION OF NORTH PACIFIC SEAFOODS","MILE 1.5 ALASKA PENINSULA HIGHWAY, PO Box 10",NAKNEK,AK,Bristol Bay (b),99633,,58.737755,-156.977857
100000225151,Silver Bay Seafoods - Naknek,"622 Frontier Street, PO Box 622",Naknek,AK,Bristol Bay (b),99633,,58.743943,-156.953503
100000208802,Trident Seafoods - North Naknek,1/2 Mile Post Peninsula Highway,Naknek,AK,Bristol Bay (b),99633,,58.727486,-157.006863
100000217712,"Leader Creek Fisheries, Inc.","Mile Marker 3 AK Peninsula Highway, PO Box 449",Naknek,AK,Bristol Bay (b),99663,,58.746271,-156.946650
100000069864,"Flint Hills Resources Alaska, LLC",1100 H&H Lane,North Pole,AK,Fairbanks North Star (b),99705,143369416,64.733374,-147.333469
100000233348,Petro Star - North Pole Refinery,1200 H&H Lane,North Pole,AK,Fairbanks North Star (b),99705,,64.735467,-147.344725
100000231297,Point Thomson Production Facility,Point Thomson Unit,North Slope Borough,AK,North Slope (b),99734-9998,,70.2,-146.3
100000252718,Springer Facility,485 Outer Springer Loop,Palmer,AK,Matanuska-susitna (b),99645,,61.585247,-149.112222
100000241954,Airgas Palmer,60 Commercial Dr,Palmer,AK,Matanuska-susitna (b),99645,,61.3516,-149.0726
100000160504,PELICAN SEAFOODS,1 SALMON WAY,PELICAN,AK,Skagway-hoonah-angoon (c),99832,,58.966667,-136.225000
100000113003,OBI Seafoods - Petersburg,411 N Nordic Drive,Petersburg,AK,Wrangell-petersburg  (b),99833-1147,,56.815233,-132.958070
100000185836,"Peter Pan Seafoods - Port Moller, AK","2200 Airport Way, Port Moller - Plant",Port Moller,AK,Aleutians East (b),99571,,55.986738,-160.574511
100000244121,Northstar Production Facility,"Northstar Island, North Slope",Prudhoe Bay,AK,North Slope (b),99734,,70.483332,-148.683338
100000252683,Flow Station 1,West Dock Road,Prudhoe Bay,AK,North Slope (b),99734,,70.2574,-148.4359
100000252692,Flow Station 3,Oxbow Road,Prudhoe Bay,AK,North Slope (b),99734,,70.2544,-148.5718
100000211996,Lisburne Production Center (LPC),"Off West Dock Road, approximately, 1.2 miles south of Oxbow Road",Prudhoe Bay,AK,North Slope (b),99734,,70.286519,-148.436800
100000241801,Central Compression Plant (CCP),"Off West Dock Road, approximately, 1.6 miles north of Oxbow Road",Prudhoe Bay,AK,North Slope (b),99734,,70.3211,-148.5024
100000212003,Central Gas Facility (CGF),Off West Dock Road,Prudhoe Bay,AK,North Slope (b),99734,,70.320213,-148.520241
100000177471,Endicott Production Facility,"Endicott Island, North Slope",Prudhoe Bay,AK,North Slope (b),99734,,70.353492,-147.960319
100000024252,Trident Seafoods Corporation-Sand Point Plant,229 Main Street,Sand Point,AK,Aleutians East (b),99661,,55.335588,-160.502744
100000156724,Seward Fisheries,601 Port Avenue,Seward,AK,Kenai Peninsula (b),99664,,60.121111,-149.436389
100000218052,Silver Bay Seafoods - Sitka,"4400 Sawmill Creek Road, Suite B",Sitka,AK,Sitka (b),99835,,57.044886,-135.231403
100000182811,Sitka Sound Seafoods,329 Katlian Street,Sitka,AK,Sitka (b),99835,,57.051559,-135.342900
100000023654,Trident Seafoods Corporation - St. Paul Plant,1027 Harbor Road,St Paul,AK,Aleutians West (c),99660,,57.124338,-170.283582
100000194773,Pyramid Water Treatment Plant,1300 Pyramid Creek Road,Unalaska,AK,Aleutians West (c),99685,60037488,53.846821,-166.562988
100000013521,"Alyeska Seafoods, Inc.","551 W. Broadway, PO Box 530",Unalaska,AK,Aleutians West (c),99685-0530,9258914,53.878656,-166.540183
100000212888,Petro Star Valdez Refinery,"2.5 Mile Dayville Road, P.O. Box 3389",Valdez,AK,Valdez-cordova (c),99686,805005758,61.08276,-146.25017
100000218123,Silver Bay Seafoods - Valdez,209 S Harbor Drive,Valdez,AK,Valdez-cordova (c),99686,,61.123333,-146.345833
100000252709,Parks and Vines Facility,6090 West Parks Highway,Wasilla,AK,Matanuska-susitna (b),99654,,61.580090,-149.604432
100000209179,Trident Seafoods Corporation-Wrangell Plant,641 Shakes Street,Wrangell,AK,Wrangell-petersburg  (b),99929,63362370,56.467183,-132.381416
100000071174,Rembrant Foods,496 Industrial Park Road,Abbeville,AL,Henry,36310,57212854,31.555725,-085.287302
100000248591,Avanti Polar Lipids,700 Industrial Park Drive,Alabaster,AL,Shelby,35007-9105,75473496,33.252047,-86.820942
100000218007,OK Foods - Albertville Plant #2,5000 Hwy 431,Albertville,AL,Marshall,35950,,34.2532,-86.179267
100000052541,"TYSON FOODS, INC. ALBERTVILLE, AL.",6600 HWY 431 SOUTH,ALBERTVILLE,AL,Marshall,35950,139661003,34.271247,-86.195796
100000065234,Wayne Sanderson Farms - Albertville,700 McDonald Avenue,Albertville,AL,Marshall,35950,797613275,34.262033,-086.204063
100000156163,ALBERTVILLE WASTE WATER TREATMENT PLANT,901 EAST McKINNEY AVE,ALBERTVILLE,AL,Marshall,35951,,34.272222,-086.190556
100000159623,Albertville  Plant # 75154,1355 Railroad Ave,Albertville,AL,Marshall,35951,58149378,34.296177,-086.218816
100000071842,Albertville Water Plant,600 Water Plant Road,Albertville,AL,Marshall,35951,,34.363389,-086.223889
100000231796,"Emmaus Foods, LLC",661 Railroad Ave,Albertville,AL,Marshall,35951,,34.282983,-86.215028
100000166287,Enterprise Albertville LPG Terminal,505 Pine Street,Albertville,AL,Marshall,35950-2939,,34.247389,-086.192361
100000208946,Hillabee Power Plant,152 Brick Plant Road,Alexander City,AL,Tallapoosa,35010,15635220,33.001020,-85.904002
100000118366,Charles C Adams III Water Treatment Plant,291 Adams Circle,Alexander City,AL,Tallapoosa,35011,,32.905639,-85.893417
100000118419,Sugar Creek Wastewater Treatment Plant,1 Airport Drive,Alexander City,AL,Tallapoosa,35011,,32.913417,-85.957444
100000048717,The Talladega/Shelby County Water Treatment Plant,14459 Plant Road,Alpine,AL,Talladega,35014,,33.355806,-86.333028
100000072663,Luzenac America Alpine Mill,4100 Grist Mill Road,Alpine,AL,Talladega,35014,79114013,33.313889,-86.216389
100000067875,Riverside Wastewater Treatment Plant,"1/4 mile south of Preswwod Road, County Road 19",Andalusia,AL,Covington,36420,,31.305806,-86.522278
100000178942,"James A. Vann, Jr. Power Plant","Post Office Box 550, 28570 U. S. Highway 29 North",Andalusia,AL,Covington,36420,6900005,31.399670,-086.475095
100000237291,Hambone Gas Processing Plant,770 Pruet Oil Well Road,Andalusia,AL,Conecuh,36421,,31.29877,-86.75813
100000088255,Arclin USA LLC,14139 US Highway 84,Andalusia,AL,Covington,36421,9420126,31.341944,-086.524167
100000186069,Reddy Ice #326-Anniston,230 West 15th Street,Anniston,AL,Calhoun,36201,,33.663015,-085.833939
100000198243,"United Natural Foods, Inc. - Allentown",2310 Roberts Drive,Anniston,AL,Calhoun,36207,6961411,33.624444,-085.798611
100000235756,Murphy Anniston Terminal,2625 US Hwy 78 East,Anniston,AL,Calhoun,36207,24269503,33.615219,-85.776551
100000044828,ANNISTON ARMY DEPOT,7 FRANKFORD AVENUE,ANNISTON,AL,Calhoun,36201-4199,,33.624000,-085.968000
100000129844,Paul B. Krebs Water Treatment Plant,1326 Thomas Burkhart Drive,Anniston,AL,Calhoun,36201-7667,,33.603250,-085.925806
100000104157,ARICHEM LLC," 187 Sloss Industries Road, Highway 51",Ariton,AL,Dale,36311,789801078,31.591444,-085.718972
100000186951,"Koch Foods-Ashland, AL",515 Tyson RD.,Ashland,AL,Clay,36251,,33.284953,-085.819711
100000049173,Steelcase Incorporated,214 Durham Drive,Athens,AL,Limestone,35611,17276338,34.766944,-86.975
100000051926,Pilgrim's Pride - Athens AL Processing Plant,1003 E. Pryor Street,Athens,AL,Limestone,35611,102078078,34.806256,-086.957711
100000202675,Reddy Ice-Athens (324),15960 Shaw Road,Athens,AL,Limestone,35611,,34.791331,-087.123156
100000078738,Flare-Butler Street Gas Plant,9638 Butler Street,Atmore,AL,Escambia,36502,188018071,31.241278,-087.429750
100000211852,Atmore Gas Plant,"SW from intersection Hauss & Ross, Hauss Nursery Road",Atmore,AL,Escambia,36502,,31.17178,-87.43725
100000084339,Big Escambia Creek Gas Plant,3888 Sardis Church Rd.,Atmore,AL,Escambia,36502,,31.070575,-087.360933
100000162717,"Lampton-Love, Inc. - Ivalee",175 Ivalee Cutoff Road,Attalla,AL,Etowah,35954,,34.035278,-086.146389
100000052836,"Giant Resource Recovery-Attalla, Inc.",1229 Valley Drive,Attalla,AL,Etowah,35954,,34.083333,-086.024444
100000111149,Lineage Logistics  - Attalla,209 Industrial Boulevard,Attalla,AL,Etowah,35954-3363,41244153,33.999470,-086.117470
100000115074,H.C. Morgan Pollution Control Facility,616 Sandhill Road,Auburn,AL,Lee,36830,,32.536667,-085.508333
100000115001,Northside Pollution Control Facility,Richland Road,Auburn,AL,Lee,36830,,32.4099,-085.324019
100000008751,James E. Estes Water Treatment facility,1385 Binford Dr,Auburn,AL,Lee,36832,607371424,32.581110,-085.466111
100000033493,Acordis Cellulosic Fibers Inc.,U.S. Highway 43 North,Axis,AL,Mobile,36505,8150617,30.958889,-88.021111
100000177998,"AMVAC Chemical Corporation, Axis Plant",12650 Hwy. 43 North,Axis,AL,Mobile,36505,,30.951667,-088.018056
100000036472,U. S. Amines - Bucks Plant,14086 Highway 43 North,Axis,AL,Mobile,36505,125624705,30.985223,-088.026254
100000219444,"PMC Organometallix, Inc.",13755-B Hwy 43 N,Axis,AL,Mobile,36505-0099,,30.979167,-088.028833
100000128541,FMC Mobile Site,12650 Highway 43,Axis,AL,Mobile,36505-0525,93179315,30.954444,-88.018889
100000144015,LeMoyne Site,13440 Highway 43 North,Axis,AL,Mobile,36505-4315,8161176,30.968357,-88.026798
100000065261,Arkema Inc. - Mobile Facility,13755 Highway 43 North,Axis,AL,Mobile,36505-4319,2290773,30.979167,-088.028833
100000197609,"Equity Group - Eufaula Division, LLC, Further Proc",57 Melvin Clark Road,Baker Hill,AL,Barbour,36027,,31.806750,-085.322280
100000187488,"Equity Group - Eufaula Division, LLC",57 Melvin Clark Road,Baker Hill,AL,Barbour,36027,,31.806132,-085.319309
100000022487,The Upper Bear Creek Water Filter Plant,County Hwy 62,Bear Creek,AL,Marion,35543,,34.268340,-087.697475
100000066019,Sandel Glass Company,541 Belview Street,Bessemer,AL,Jefferson,35020,,33.371389,-86.970556
100000209776,"Airgas USA, LLC - Bessemer","2610 18th Ave, North",Bessemer,AL,Jefferson,35020,,33.421832,-86.964871
100000187219,Piggly Wiggly Alabama Distributing Company,2400 J. Terrell Wooten Drive,Bessemer,AL,Jefferson,35020,,33.438332,-86.962878
100000008706,Harcros Chemicals Inc. - Bessemer,1496 Highway 150,Bessemer,AL,Jefferson,35022,,33.37401,-086.92048
100000183776,Warrior River Water Filter Plant,523 Belcher Ferry Road,Bessemer,AL,Jefferson,35023,,33.528130,-087.182080
100000177104,Bessemer Water Filtration Facility,250 Link Road,Bessemer,AL,Jefferson,35023,,33.515907,-087.122200
100000055423,Valley Creek Wastewater Treatment Plant,3923 Clearwater Drive,Bessemer,AL,Jefferson,35023-3751,,33.392722,-087.006917
100000161157,SYNERGY GAS,9699 15TH ST. RD.,BESSEMER,AL,Jefferson,35023-5599,,33.398333,87.0225
100000181876,Central Alabama Generating Station,3305 County Road 26,Billingsley,AL,Autauga,36006,,32.649820,-086.738810
100000177168,Tenaska Lindsay Hill Generating Station,3405 County Road 26,Billingsley,AL,Autauga,36006,111438003,32.653210,-086.738940
100000159589,"Americold, Birmingham - Plant #75129",600 W. 25th Ave.,Birmingham,AL,Jefferson,35204,58149378,33.534212,-086.848374
100000188361,Western International Gas -  Birmingham,13 Sayreton Dr.,Birmingham,AL,Jefferson,35207,,33.562209,-086.840692
100000216232,Buffalo Rock Co,111 Oxmoor Road,Birmingham,AL,Jefferson,35209,,33.457934,-086.835573
100000136863,"DFA Dairy Brands Ice Cream, LLC dba Mayfield Ice C",126 Barber Court,Birmingham,AL,Jefferson,35209,,33.458736,-086.836824
100000186425,Wood Fruitticher Grocery Co.,2900 Alton Road,Birmingham,AL,Jefferson,35210,,33.586806,-086.654278
100000246165,Circle K Terminal Alabama,2529 28th St SW,Birmingham,AL,Jefferson,35211,,33.458024,-86.876982
100000031397,AFH Logistics Services,400 Industrial Drive,Birmingham,AL,Jefferson,35211,,33.441333,-086.855222
100000233268,"Sunoco, LLC ",2700 Ishkooda Wenonah Road,Birmingham,AL,Jefferson,35211,181841792,33.449350,-86.877961
100000032001,Western Filter Plant,1400 Bankhead Highway,Birmingham,AL,Jefferson,35214,,33.536241,-86.861874
100000032056,Chemical Plant,213 11th Street,Birmingham,AL,Jefferson,35215,,33.605,-86.757222
100000025563,Shades Mountain Filter Plant,2990 Shades Crest Road,Birmingham,AL,Jefferson,35216,,33.467500,-086.758056
100000032261,Putnam Filter Plant,4400 Inglenook lane,Birmingham,AL,Jefferson,35217,,33.571916,-86.766630
100000059795,Bermco Aluminum,616 North 33rd Place,Birmingham,AL,Jefferson,35222,31502313,33.529833,-086.790183
100000067438,Industrial Chemicals Inc.,1125 Roberts Industrial Drive,Birmingham,AL,Jefferson,35208-1224,50978329,33.517778,-086.870000
100000169934,"Ventura Foods, LLC - Birmingham",3900 Vanderbilt Road,Birmingham,AL,Jefferson,35217-4159,956044879,33.560667,-086.783639
100000028837,Village Creek Water Reclamation Facility,1440 Pleasant Hill Road,Birmingham,AL,Jefferson,35224-1492,,33.526126,-086.891283
100000055815,Cahaba River Wastewater Treatment Plant,3900 Veona Daniels Drive,Birmingham,AL,Jefferson,35244-1230,,33.372667,-086.784806
100000054683,"TYSON FOODS, INC. BLOUNTSVILLE, AL.",67240 Main Street,BLOUNTSVILLE,AL,Blount,35031,78967197,34.055778,-086.578974
100000145425,Slab Creek Wastewater Treatment Plant,1124 College Avenue,Boaz,AL,Marshall,35957-0498,,34.183583,-86.183472
100000094159,Pilgrim's Pride - Boaz Poultry Processing Plant,"Gold Kist Street, PO Box 747",Boaz,AL,Marshall,35957-0747,47162524,34.200778,-086.181847
100000032332,Sipsey Intake Station,County Road 95,Bremen,AL,Cullman,35033,,33.903333,-86.810556
100000218356,Dogwood Oaks,21680 hwy 41,Brewton,AL,Escambia,36426,,31.174444,-87.115833
100000050375,Georgia-Pacific Brewton LLC,32224 US Highway 31,Brewton,AL,Escambia,36426,39574116,31.077222,-087.112222
100000184294,Walmart Distribution Center #7019,1005 Sara G. Lott Blvd.,Brundidge,AL,Pike,36010,51957769,31.718567,-085.837056
100000071334,Syngenta Crop Protection - Cold Creek Plant,13500 Hwy 43 North,Bucks,AL,Mobile,36512-0032,95688875,30.974167,-088.021944
100000169122,Barry Steam Electric Generating Plant,15300 Highway 43 North,Bucks,AL,Mobile,36512-0070,,31.007779,-088.008284
100000050776,SABIC Innovative Plastics - Burkville,1 Plastics Drive,Burkville,AL,Lowndes,36752,186382941,32.309600,-086.521700
100000184971,Sysco Central Alabama,1000 Sysco Drive,Calera,AL,Shelby,35040,35612345,33.152444,-086.756250
100000214537,"Outokumpu Stainless USA, LLC",1 Steel Drive,Calvert,AL,Mobile,36513,808410349,31.160065,-87.985473
100000192392,Castleberry Gas Processing Plant,1132 Benefield Road,Castleberry,AL,Conecuh,36432,122994945,31.295556,-086.886667
100000143276,Glen Williamson Filtration Plant,880 County Road 79,Centre,AL,Cherokee,35960,,34.195556,-85.692778
100000114949,American Midstream - Chatom Gas Plant,3204 Hwy. 56,Chatom,AL,Washington,36518-1119,,31.463330,-088.400000
100000099877,Cherokee Nitrogen,1080 Industrial Drive,Cherokee,AL,Colbert,35616-0250,57203135,34.805000,-087.936944
100000153638,Chunchula Gas Plant,12303 Roberts Road,Chunchula,AL,Mobile,36521-3447,133405811,30.945833,-088.167139
100000163271,"Delta Distributors, Inc.",17550 Industrial Park,Citronell,AL,Mobile,36622,117432922,31.040278,-88.197417
100000149314,"Technical Propellants, Inc.-Claiborne, AL Plant",378 Landegger Highway,Claiborne,AL,Monroe,36470-0007,11045721,31.541667,-087.509444
100000232367,Merchants Foodservice,2450 Big M Blvd,Clanton,AL,Chilton,35046,876636077,32.814580,-86.583820
100000007182,Yellowhammer Plant,13700 Daupen Island Parkway,Coden,AL,Mobile,36523,730661555,30.402500,-088.130556
100000064413,Mobile Bay Gas Plant,5300 B Highway 188,Coden,AL,Mobile,36523,,30.389528,-088.172944
100000131234,Williams Mobile Bay Gas Plant,6000 Rock Road,Coden,AL,Mobile,36523,879847010,30.400556,-088.177222
100000222074,"JCG Foods of Alabama, LLC",764 George Cagle Drive,Collinsville,AL,Dekalb,35961,,34.294823,-85.881826
100000124304,"WESTROCK COATED BOARD, LLC",145 MEAD ROAD HIGHWAY 165 SOUTH,COTTONTON,AL,Russell,36851,602415465,32.175000,-085.030833
100000046915,International Paper - Courtland Mill,16504 County Road 150,Courtland,AL,Lawrence,35618,51574937,34.734167,-087.310278
100000215901,"New Dairy Alabama, LLC",5014 E. US Highway 84,Cowarts,AL,Houston,36321-4305,117604550,31.193539,-85.321018
100000058643,Hatters Pond Gas Plant,1340 Radcliff Road,Creola,AL,Mobile,36525-4818,42064568,30.892609,-88.067471
100000103899,Cullman Wastewater Treatment Plant,Welti Road,Cullman,AL,Cullman,35055,770225,34.165278,-86.811389
100000122315,"Golden Rod Broilers, Inc.",2357 County Rd. 719,Cullman,AL,Cullman,35056,,34.154167,-086.771944
100000074359,Cullman Water Treatment Plant,US Highway 278 East,Cullman,AL,Cullman,35055-0278,,34.199167,-086.810833
100000177453,"Solvay Fluoropolymers, Inc",1101 State Docks Road,Decatur,AL,Morgan,35601,147754084,34.634722,-87.038611
100000182358,Morgan Energy Center LLC,1410 Red Hat Road,Decatur,AL,Morgan,35601,10115603,34.639167,-087.064167
100000050794,Decatur Utilities Dry Creek Wastewater Plant,902 Wilson Street NW,Decatur,AL,Morgan,35601,120323696,34.622758,-86.998085
100000055049,Decatur Utilities Water Plant,1900 Market Street NE,Decatur,AL,Morgan,35601,120323696,34.602631,-086.961504
100000148404,Indorama Ventures Xylenes & PTA LLC,1401 Finley Island Road,Decatur,AL,Morgan,35601,80210887,34.643006,-87.053185
100000178265,"Decatur Energy Center, LLC",2024 Highway 20 West,Decatur,AL,Morgan,35601,,34.629052,-087.021736
100000099779,"Daikin America, Inc. ",905 State Docks Road,Decatur,AL,Morgan,35601,800020604,34.630486,-087.039444
100000238851,Air Products and Chemicals Decatur Terminal,"75 Ipsco Street, NW",Decatur,AL,Morgan,35601,,34.608511,-87.0372
100000064761,Wayne Sanderson Farms-Decatur Prepared Foods-East,100 Plugs Drive,Decatur,AL,Morgan,35601,797613275,34.608889,-087.046944
100000063094,Wayne-Sanderson Farms - Decatur Fresh Processing,254 Ipsco Street,Decatur,AL,Morgan,35601,797613275,34.607828,-087.042784
100000037774,Linde - Decatur ,"900 Linde Lane, Hwy 20",Decatur,AL,Morgan,35601,197154586,34.621611,-087.011667
100000194201,"Toray Composite Materials (America), Inc.",2030 Alabama Highway 20 West,Decatur,AL,Morgan,35601,81508458,34.628125,-87.025317
100000193364,Wayne Sanderson Farms-Decatur Prepared Foods-West ,112 Plugs Road,Decatur,AL,Morgan,35601,797613275,34.612227,-087.048775
100000148388,Hexcel Corporation,3300 Mallard Fox Dr.,Decatur,AL,Morgan,35601,948102835,34.655833,-087.07111
100000088184,3M Chemical Operations' Decatur facility,1400 State Docks Road,Decatur,AL,Morgan,35601-8807,119033494,34.641667,-87.038611
100000081092,Ascend - Decatur Plant,1050 Chemstrand Avenue,Decatur,AL,Morgan,35601-8900,830235474,34.633889,-087.024444
100000064235,Momentive Specialty Chemicals Inc,1700 Lock and Dam,Demopolis,AL,Marengo,36732,1338797,32.512337,-087.865050
100000131635,Foster Farms Demopolis Corn Dog Plant,232 Buddy Griffith Drive,Demopolis,AL,Marengo,36732,,32.478702,-87.833246
100000079461,Demopolis Mill,28270 US Highway 80,Demopolis,AL,Marengo,36732-5121,,32.451944,-087.977778
100000052435,"Tri-State Plant Food, Inc.",1615 East Burdeshaw Street,Dolthan,AL,Houston,36303-1745,150579910,31.228917,-085.372750
100000118972,"Ansell Healthcare Products, Inc. - Dothan Plant",1500 Industrial Road,Dothan,AL,Houston,36303,4191920,31.258611,-85.4
100000059982,"London International Group, LLC-Dothan",2926 Clolumbia Highway,Dothan,AL,Houston,36303,174329243,31.219167,-85.346111
100000105101,Dothan Utilities Little Choctawhatchee WWTP,"412 Clearwater Drive, P. O. Box 2128",Dothan,AL,Houston,36303,,31.250000,-085.500000
100000203763,"Airgas USA, LLC - Dothan",498 Ross Clark Cirlce,Dothan,AL,Houston,36303,,31.240310,-085.366990
100000238744,Lineage Logistics Dothan,2318 East Burdeshaw,Dothan,AL,Houston,36303,,31.225458,-85.361157
100000104433,"Wayne-Sanderson Farms, Dothan, Alabama",808 Ross Clark Circle,Dothan,AL,Houston,36303,797613275,31.227778,-085.362778
100000241311,Dothan Utilities Chlorine Building,563 Clearwater Drive,Dothan,AL,Dale,36303,,31.251316,-85.505663
100000240562,Dothan Warehouse Freezer Storage,3570 Westgate Parkway,Dothan,AL,Houston,36303,30536663,31.270691,-85.406258
100000107136,Dothan Utilities Water/Electric Complex,200 Kilgore Drive,Dothan,AL,Houston,36301-4920,,31.188611,-085.424167
100000104674,Dothan Utilities Beaver Creek WWTP,"336 Narcisse Drive, P. O. Box 2128",Dothan,AL,Houston,36302-2128,,31.216667,-085.450000
100000105824,Dothan Utilities Omussee Creek WWTP,"457 Jerry Drive, P. O. Box 2128",Dothan,AL,Houston,36302-2128,,31.26258,-085.32973
100000064002,Industrial Chemicals Inc.,609 Rogers Road,Dothan,AL,Houston,36303-5701,50978329,31.254722,-085.406111
100000235248,Kronospan LLC,1 Kronospan Way,Eastaboga,AL,Calhoun,36260,80116781,33.610823,-85.974524
100000006799,Central Elmore Water and Sewer Authority,65 Lake Point Road,Eclectic,AL,Elmore,36024,1812494,32.698333,-086.054444
100000156966,Limestone County Water & Sewer Authority,17762 Lott Rd,Elkmont,AL,Limestone,35620,868600560,34.976917,87.003361
100000237996,Athens Water Treatment Plant,15575 Section Line Road,Elkmont,AL,Limestone,35620,26600134,34.880465,-87.043093
100000142534,Pilgrim's Pride - Enterprise Poultry Processing,4693 County Road 636,Enterprise,AL,Coffee,36330,98849409,31.255869,-085.960183
100000059973,"London International Group, LLC-Eufaula",1600 State Docks Road,Eufaula,AL,Barbour,36027,174329243,31.848333,-85.151667
